match_id,batting_team,innings_total_runs,wickets_lost,winner,,,,
501218,Mumbai Indians,124,3,MUMBAI INDIANS,,,,
501218,Pune Warriors,118,10,MUMBAI INDIANS,,,,
501219,Kochi Tuskers Kerala,132,7,KOCHI TUSKERS KERALA,,,,
501219,Kolkata Knight Riders,126,7,KOCHI TUSKERS KERALA,,,,
501220,Kings XI Punjab,195,6,KINGS XI PUNJAB,,,,
501220,Rajasthan Royals,147,7,KINGS XI PUNJAB,,,,
501221,Chennai Super Kings,156,9,MUMBAI INDIANS,,,,
501221,Mumbai Indians,164,4,MUMBAI INDIANS,,,,
501222,Kolkata Knight Riders,171,4,ROYAL CHALLENGERS BANGALORE,,,,
501222,Royal Challengers Bangalore,175,1,ROYAL CHALLENGERS BANGALORE,,,,
501223,Delhi Daredevils,231,4,DELHI DAREDEVILS,,,,
501223,Kings XI Punjab,202,6,DELHI DAREDEVILS,,,,
501224,Deccan Chargers,135,5,MUMBAI INDIANS,,,,
501224,Mumbai Indians,172,4,MUMBAI INDIANS,,,,
501225,Kochi Tuskers Kerala,109,8,RAJASTHAN ROYALS,,,,
501225,Rajasthan Royals,111,1,RAJASTHAN ROYALS,,,,
501226,Chennai Super Kings,142,6,CHENNAI SUPER KINGS,,,,
501226,Pune Warriors,117,7,CHENNAI SUPER KINGS,,,,
501227,Delhi Daredevils,160,5,ROYAL CHALLENGERS BANGALORE,,,,
501227,Royal Challengers Bangalore,161,6,ROYAL CHALLENGERS BANGALORE,,,,
501228,Chennai Super Kings,145,2,CHENNAI SUPER KINGS,,,,
501228,Pune Warriors,141,6,CHENNAI SUPER KINGS,,,,
501229,Deccan Chargers,129,6,DECCAN CHARGERS,,,,
501229,Kochi Tuskers Kerala,74,10,DECCAN CHARGERS,,,,
501230,Delhi Daredevils,131,7,KOLKATA KNIGHT RIDERS,,,,
501230,Kolkata Knight Riders,148,6,KOLKATA KNIGHT RIDERS,,,,
501231,Mumbai Indians,94,8,RAJASTHAN ROYALS,,,,
501231,Rajasthan Royals,95,3,RAJASTHAN ROYALS,,,,
501232,Pune Warriors,155,5,ROYAL CHALLENGERS BANGALORE,,,,
501232,Royal Challengers Bangalore,181,5,ROYAL CHALLENGERS BANGALORE,,,,
501233,Delhi Daredevils,157,5,DELHI DAREDEVILS,,,,
501233,Kochi Tuskers Kerala,119,10,DELHI DAREDEVILS,,,,
501234,Kings XI Punjab,119,3,KOLKATA KNIGHT RIDERS,,,,
501234,Kolkata Knight Riders,120,2,KOLKATA KNIGHT RIDERS,,,,
501235,Pune Warriors,143,5,RAJASTHAN ROYALS,,,,
501235,Rajasthan Royals,144,4,RAJASTHAN ROYALS,,,,
501236,Chennai Super Kings,165,4,CHENNAI SUPER KINGS,,,,
501236,Deccan Chargers,146,7,CHENNAI SUPER KINGS,,,,
501237,Kings XI Punjab,136,8,MUMBAI INDIANS,,,,
501237,Mumbai Indians,159,5,MUMBAI INDIANS,,,,
501238,Delhi Daredevils,140,6,KOCHI TUSKERS KERALA,,,,
501238,Kochi Tuskers Kerala,141,2,KOCHI TUSKERS KERALA,,,,
501239,Deccan Chargers,149,6,KOLKATA KNIGHT RIDERS,,,,
501239,Kolkata Knight Riders,169,4,KOLKATA KNIGHT RIDERS,,,,
501240,Chennai Super Kings,149,2,CHENNAI SUPER KINGS,,,,
501240,Rajasthan Royals,147,6,CHENNAI SUPER KINGS,,,,
501241,Mumbai Indians,160,7,MUMBAI INDIANS,,,,
501241,Pune Warriors,139,6,MUMBAI INDIANS,,,,
501242,Kochi Tuskers Kerala,156,4,KOCHI TUSKERS KERALA,,,,
501242,Kolkata Knight Riders,139,5,KOCHI TUSKERS KERALA,,,,
501243,Deccan Chargers,175,4,DELHI DAREDEVILS,,,,
501243,Delhi Daredevils,179,6,DELHI DAREDEVILS,,,,
501244,Kings XI Punjab,120,8,ROYAL CHALLENGERS BANGALORE,,,,
501244,Royal Challengers Bangalore,205,6,ROYAL CHALLENGERS BANGALORE,,,,
501245,Chennai Super Kings,114,3,KOLKATA KNIGHT RIDERS,,,,
501245,Kolkata Knight Riders,61,2,KOLKATA KNIGHT RIDERS,,,,
501246,Delhi Daredevils,146,9,MUMBAI INDIANS,,,,
501246,Mumbai Indians,178,4,MUMBAI INDIANS,,,,
501247,Kochi Tuskers Kerala,125,7,ROYAL CHALLENGERS BANGALORE,,,,
501247,Royal Challengers Bangalore,128,1,ROYAL CHALLENGERS BANGALORE,,,,
501248,Kings XI Punjab,119,8,PUNE WARRIORS,,,,
501248,Pune Warriors,120,5,PUNE WARRIORS,,,,
501249,Chennai Super Kings,196,2,CHENNAI SUPER KINGS,,,,
501249,Rajasthan Royals,133,9,CHENNAI SUPER KINGS,,,,
501250,Deccan Chargers,136,8,PUNE WARRIORS,,,,
501250,Pune Warriors,137,4,PUNE WARRIORS,,,,
501251,Kings XI Punjab,163,7,KINGS XI PUNJAB,,,,
501251,Mumbai Indians,87,9,KINGS XI PUNJAB,,,,
501252,Rajasthan Royals,146,5,ROYAL CHALLENGERS BANGALORE,,,,
501252,Royal Challengers Bangalore,151,1,ROYAL CHALLENGERS BANGALORE,,,,
501253,Chennai Super Kings,176,3,CHENNAI SUPER KINGS,,,,
501253,Delhi Daredevils,158,6,CHENNAI SUPER KINGS,,,,
501254,Kings XI Punjab,181,4,KINGS XI PUNJAB,,,,
501254,Kochi Tuskers Kerala,178,5,KINGS XI PUNJAB,,,,
501255,Kolkata Knight Riders,89,4,ROYAL CHALLENGERS BANGALORE,,,,
501255,Royal Challengers Bangalore,105,5,ROYAL CHALLENGERS BANGALORE,,,,
501256,Deccan Chargers,135,6,DECCAN CHARGERS,,,,
501256,Mumbai Indians,125,7,DECCAN CHARGERS,,,,
501257,Delhi Daredevils,141,8,KINGS XI PUNJAB,,,,
501257,Kings XI Punjab,170,6,KINGS XI PUNJAB,,,,
501258,Kochi Tuskers Kerala,98,2,KOCHI TUSKERS KERALA,,,,
501258,Rajasthan Royals,97,9,KOCHI TUSKERS KERALA,,,,
501259,Deccan Chargers,138,4,DECCAN CHARGERS,,,,
501259,Pune Warriors,136,8,DECCAN CHARGERS,,,,
501260,Kings XI Punjab,232,2,KINGS XI PUNJAB,,,,
501260,Royal Challengers Bangalore,121,10,KINGS XI PUNJAB,,,,
501261,Chennai Super Kings,152,5,CHENNAI SUPER KINGS,,,,
501261,Kochi Tuskers Kerala,141,4,CHENNAI SUPER KINGS,,,,
501262,Kolkata Knight Riders,119,3,KOLKATA KNIGHT RIDERS,,,,
501262,Pune Warriors,118,7,KOLKATA KNIGHT RIDERS,,,,
501263,Mumbai Indians,133,5,RAJASTHAN ROYALS,,,,
501263,Rajasthan Royals,134,0,RAJASTHAN ROYALS,,,,
501264,Deccan Chargers,198,2,DECCAN CHARGERS,,,,
501264,Kings XI Punjab,116,9,DECCAN CHARGERS,,,,
501266,Chennai Super Kings,128,8,ROYAL CHALLENGERS BANGALORE,,,,
501266,Royal Challengers Bangalore,129,2,ROYAL CHALLENGERS BANGALORE,,,,
501267,Kolkata Knight Riders,175,4,MUMBAI INDIANS,,,,
501267,Mumbai Indians,178,5,MUMBAI INDIANS,,,,
501268,Chennai Super Kings,177,4,CHENNAI SUPER KINGS,,,,
501268,Royal Challengers Bangalore,175,4,CHENNAI SUPER KINGS,,,,
501269,Kolkata Knight Riders,147,6,MUMBAI INDIANS,,,,
501269,Mumbai Indians,148,5,MUMBAI INDIANS,,,,
501270,Mumbai Indians,142,8,ROYAL CHALLENGERS BANGALORE,,,,
501270,Royal Challengers Bangalore,185,4,ROYAL CHALLENGERS BANGALORE,,,,
501271,Chennai Super Kings,205,5,CHENNAI SUPER KINGS,,,,
501271,Royal Challengers Bangalore,147,8,CHENNAI SUPER KINGS,,,,
548306,Chennai Super Kings,112,7,MUMBAI INDIANS,,,,
548306,Mumbai Indians,115,2,MUMBAI INDIANS,,,,
548307,Delhi Daredevils,100,2,DELHI DAREDEVILS,,,,
548307,Kolkata Knight Riders,97,7,DELHI DAREDEVILS,,,,
548308,Mumbai Indians,101,9,PUNE WARRIORS,,,,
548308,Pune Warriors,129,7,PUNE WARRIORS,,,,
548309,Kings XI Punjab,160,8,RAJASTHAN ROYALS,,,,
548309,Rajasthan Royals,191,4,RAJASTHAN ROYALS,,,,
548310,Delhi Daredevils,137,6,ROYAL CHALLENGERS BANGALORE,,,,
548310,Royal Challengers Bangalore,157,7,ROYAL CHALLENGERS BANGALORE,,,,
548311,Chennai Super Kings,193,6,CHENNAI SUPER KINGS,,,,
548311,Deccan Chargers,119,10,CHENNAI SUPER KINGS,,,,
548312,Kolkata Knight Riders,142,10,RAJASTHAN ROYALS,,,,
548312,Rajasthan Royals,164,3,RAJASTHAN ROYALS,,,,
548313,Kings XI Punjab,144,6,PUNE WARRIORS,,,,
548313,Pune Warriors,166,5,PUNE WARRIORS,,,,
548314,Deccan Chargers,138,9,MUMBAI INDIANS,,,,
548314,Mumbai Indians,142,5,MUMBAI INDIANS,,,,
548315,Kolkata Knight Riders,165,8,KOLKATA KNIGHT RIDERS,,,,
548315,Royal Challengers Bangalore,123,9,KOLKATA KNIGHT RIDERS,,,,
548316,Chennai Super Kings,110,4,DELHI DAREDEVILS,,,,
548316,Delhi Daredevils,111,1,DELHI DAREDEVILS,,,,
548317,Mumbai Indians,197,6,MUMBAI INDIANS,,,,
548317,Rajasthan Royals,170,10,MUMBAI INDIANS,,,,
548318,Chennai Super Kings,208,5,CHENNAI SUPER KINGS,,,,
548318,Royal Challengers Bangalore,205,7,CHENNAI SUPER KINGS,,,,
548319,Kings XI Punjab,116,3,KINGS XI PUNJAB,,,,
548319,Pune Warriors,115,8,KINGS XI PUNJAB,,,,
548320,Kolkata Knight Riders,137,4,KOLKATA KNIGHT RIDERS,,,,
548320,Rajasthan Royals,131,4,KOLKATA KNIGHT RIDERS,,,,
548321,Deccan Chargers,157,7,DELHI DAREDEVILS,,,,
548321,Delhi Daredevils,162,4,DELHI DAREDEVILS,,,,
548322,Chennai Super Kings,155,5,PUNE WARRIORS,,,,
548322,Pune Warriors,156,1,PUNE WARRIORS,,,,
548323,Kings XI Punjab,134,8,KINGS XI PUNJAB,,,,
548323,Kolkata Knight Riders,132,7,KINGS XI PUNJAB,,,,
548324,Rajasthan Royals,195,2,RAJASTHAN ROYALS,,,,
548324,Royal Challengers Bangalore,136,10,RAJASTHAN ROYALS,,,,
548325,Delhi Daredevils,93,3,DELHI DAREDEVILS,,,,
548325,Mumbai Indians,92,9,DELHI DAREDEVILS,,,,
548326,Deccan Chargers,196,2,RAJASTHAN ROYALS,,,,
548326,Rajasthan Royals,197,5,RAJASTHAN ROYALS,,,,
548327,Pune Warriors,182,4,ROYAL CHALLENGERS BANGALORE,,,,
548327,Royal Challengers Bangalore,186,4,ROYAL CHALLENGERS BANGALORE,,,,
548328,Kings XI Punjab,124,6,KOLKATA KNIGHT RIDERS,,,,
548328,Kolkata Knight Riders,127,2,KOLKATA KNIGHT RIDERS,,,,
548329,Deccan Chargers,187,3,DELHI DAREDEVILS,,,,
548329,Delhi Daredevils,193,1,DELHI DAREDEVILS,,,,
548330,Chennai Super Kings,164,5,CHENNAI SUPER KINGS,,,,
548330,Pune Warriors,151,7,CHENNAI SUPER KINGS,,,,
548331,Kings XI Punjab,163,6,ROYAL CHALLENGERS BANGALORE,,,,
548331,Royal Challengers Bangalore,166,5,ROYAL CHALLENGERS BANGALORE,,,,
548332,Chennai Super Kings,147,3,CHENNAI SUPER KINGS,,,,
548332,Rajasthan Royals,146,4,CHENNAI SUPER KINGS,,,,
548333,Delhi Daredevils,172,6,PUNE WARRIORS,,,,
548333,Pune Warriors,192,3,PUNE WARRIORS,,,,
548334,Kings XI Punjab,164,4,KINGS XI PUNJAB,,,,
548334,Mumbai Indians,163,4,KINGS XI PUNJAB,,,,
548335,Deccan Chargers,126,6,KOLKATA KNIGHT RIDERS,,,,
548335,Kolkata Knight Riders,127,5,KOLKATA KNIGHT RIDERS,,,,
548336,Rajasthan Royals,143,7,ROYAL CHALLENGERS BANGALORE,,,,
548336,Royal Challengers Bangalore,189,3,ROYAL CHALLENGERS BANGALORE,,,,
548337,Delhi Daredevils,148,1,DELHI DAREDEVILS,,,,
548337,Pune Warriors,146,2,DELHI DAREDEVILS,,,,
548339,Kings XI Punjab,168,3,MUMBAI INDIANS,,,,
548339,Mumbai Indians,171,6,MUMBAI INDIANS,,,,
548341,Deccan Chargers,177,3,DECCAN CHARGERS,,,,
548341,Pune Warriors,159,6,DECCAN CHARGERS,,,,
548342,Delhi Daredevils,207,5,DELHI DAREDEVILS,,,,
548342,Mumbai Indians,170,8,DELHI DAREDEVILS,,,,
548343,Chennai Super Kings,149,7,KINGS XI PUNJAB,,,,
548343,Kings XI Punjab,156,6,KINGS XI PUNJAB,,,,
548344,Kolkata Knight Riders,190,4,KOLKATA KNIGHT RIDERS,,,,
548344,Royal Challengers Bangalore,143,6,KOLKATA KNIGHT RIDERS,,,,
548345,Delhi Daredevils,152,6,DELHI DAREDEVILS,,,,
548345,Rajasthan Royals,151,2,DELHI DAREDEVILS,,,,
548346,Deccan Chargers,100,10,MUMBAI INDIANS,,,,
548346,Mumbai Indians,101,5,MUMBAI INDIANS,,,,
548347,Chennai Super Kings,139,4,KOLKATA KNIGHT RIDERS,,,,
548347,Kolkata Knight Riders,140,5,KOLKATA KNIGHT RIDERS,,,,
548348,Deccan Chargers,186,4,DECCAN CHARGERS,,,,
548348,Pune Warriors,173,4,DECCAN CHARGERS,,,,
548349,Delhi Daredevils,144,4,DELHI DAREDEVILS,,,,
548349,Rajasthan Royals,141,6,DELHI DAREDEVILS,,,,
548350,Kings XI Punjab,163,3,KINGS XI PUNJAB,,,,
548350,Royal Challengers Bangalore,158,5,KINGS XI PUNJAB,,,,
548351,Mumbai Indians,120,5,MUMBAI INDIANS,,,,
548351,Pune Warriors,119,6,MUMBAI INDIANS,,,,
548352,Chennai Super Kings,160,6,CHENNAI SUPER KINGS,,,,
548352,Deccan Chargers,150,3,CHENNAI SUPER KINGS,,,,
548353,Kolkata Knight Riders,150,5,KOLKATA KNIGHT RIDERS,,,,
548353,Pune Warriors,143,7,KOLKATA KNIGHT RIDERS,,,,
548354,Kings XI Punjab,134,8,RAJASTHAN ROYALS,,,,
548354,Rajasthan Royals,177,6,RAJASTHAN ROYALS,,,,
548355,Chennai Super Kings,173,7,MUMBAI INDIANS,,,,
548355,Mumbai Indians,174,7,MUMBAI INDIANS,,,,
548356,Deccan Chargers,181,1,ROYAL CHALLENGERS BANGALORE,,,,
548356,Royal Challengers Bangalore,185,5,ROYAL CHALLENGERS BANGALORE,,,,
548357,Delhi Daredevils,153,6,KOLKATA KNIGHT RIDERS,,,,
548357,Kolkata Knight Riders,154,4,KOLKATA KNIGHT RIDERS,,,,
548358,Pune Warriors,125,5,RAJASTHAN ROYALS,,,,
548358,Rajasthan Royals,126,3,RAJASTHAN ROYALS,,,,
548359,Deccan Chargers,145,7,KINGS XI PUNJAB,,,,
548359,Kings XI Punjab,170,4,KINGS XI PUNJAB,,,,
548360,Mumbai Indians,141,6,ROYAL CHALLENGERS BANGALORE,,,,
548360,Royal Challengers Bangalore,142,1,ROYAL CHALLENGERS BANGALORE,,,,
548361,Chennai Super Kings,127,5,CHENNAI SUPER KINGS,,,,
548361,Rajasthan Royals,126,6,CHENNAI SUPER KINGS,,,,
548362,Pune Warriors,138,9,ROYAL CHALLENGERS BANGALORE,,,,
548362,Royal Challengers Bangalore,173,2,ROYAL CHALLENGERS BANGALORE,,,,
548363,Kolkata Knight Riders,155,4,MUMBAI INDIANS,,,,
548363,Mumbai Indians,182,1,MUMBAI INDIANS,,,,
548364,Chennai Super Kings,115,1,CHENNAI SUPER KINGS,,,,
548364,Delhi Daredevils,114,5,CHENNAI SUPER KINGS,,,,
548365,Pune Warriors,125,9,RAJASTHAN ROYALS,,,,
548365,Rajasthan Royals,170,4,RAJASTHAN ROYALS,,,,
548366,Deccan Chargers,190,4,KINGS XI PUNJAB,,,,
548366,Kings XI Punjab,194,6,KINGS XI PUNJAB,,,,
548367,Mumbai Indians,173,4,MUMBAI INDIANS,,,,
548367,Royal Challengers Bangalore,171,4,MUMBAI INDIANS,,,,
548368,Chennai Super Kings,160,4,CHENNAI SUPER KINGS,,,,
548368,Kolkata Knight Riders,158,5,CHENNAI SUPER KINGS,,,,
548369,Delhi Daredevils,140,5,DELHI DAREDEVILS,,,,
548369,Kings XI Punjab,136,6,DELHI DAREDEVILS,,,,
548370,Kolkata Knight Riders,140,6,KOLKATA KNIGHT RIDERS,,,,
548370,Mumbai Indians,108,10,KOLKATA KNIGHT RIDERS,,,,
548371,Chennai Super Kings,120,7,KINGS XI PUNJAB,,,,
548371,Kings XI Punjab,123,4,KINGS XI PUNJAB,,,,
548372,Delhi Daredevils,194,9,ROYAL CHALLENGERS BANGALORE,,,,
548372,Royal Challengers Bangalore,215,1,ROYAL CHALLENGERS BANGALORE,,,,
548373,Deccan Chargers,128,5,DECCAN CHARGERS,,,,
548373,Rajasthan Royals,126,7,DECCAN CHARGERS,,,,
548374,Delhi Daredevils,145,4,DELHI DAREDEVILS,,,,
548374,Kings XI Punjab,141,8,DELHI DAREDEVILS,,,,
548375,Kolkata Knight Riders,136,4,KOLKATA KNIGHT RIDERS,,,,
548375,Pune Warriors,102,8,KOLKATA KNIGHT RIDERS,,,,
548376,Deccan Chargers,132,7,DECCAN CHARGERS,,,,
548376,Royal Challengers Bangalore,123,9,DECCAN CHARGERS,,,,
548377,Mumbai Indians,163,0,MUMBAI INDIANS,,,,
548377,Rajasthan Royals,162,5,MUMBAI INDIANS,,,,
548378,Delhi Daredevils,144,8,KOLKATA KNIGHT RIDERS,,,,
548378,Kolkata Knight Riders,162,3,KOLKATA KNIGHT RIDERS,,,,
548379,Chennai Super Kings,187,5,CHENNAI SUPER KINGS,,,,
548379,Mumbai Indians,149,8,CHENNAI SUPER KINGS,,,,
548380,Chennai Super Kings,222,4,CHENNAI SUPER KINGS,,,,
548380,Delhi Daredevils,136,8,CHENNAI SUPER KINGS,,,,
548381,Chennai Super Kings,190,3,KOLKATA KNIGHT RIDERS,,,,
548381,Kolkata Knight Riders,192,5,KOLKATA KNIGHT RIDERS,,,,
597998,Delhi Daredevils,128,9,KOLKATA KNIGHT RIDERS,,,,
597998,Kolkata Knight Riders,129,4,KOLKATA KNIGHT RIDERS,,,,
597999,Mumbai Indians,154,4,ROYAL CHALLENGERS BANGALORE,,,,
597999,Royal Challengers Bangalore,156,5,ROYAL CHALLENGERS BANGALORE,,,,
598000,Pune Warriors,104,9,SUNRISERS HYDERABAD,,,,
598000,Sunrisers Hyderabad,126,6,SUNRISERS HYDERABAD,,,,
598001,Delhi Daredevils,160,5,RAJASTHAN ROYALS,,,,
598001,Rajasthan Royals,165,7,RAJASTHAN ROYALS,,,,
598002,Chennai Super Kings,139,9,MUMBAI INDIANS,,,,
598002,Mumbai Indians,148,6,MUMBAI INDIANS,,,,
598003,Kings XI Punjab,100,2,KINGS XI PUNJAB,,,,
598003,Pune Warriors,99,7,KINGS XI PUNJAB,,,,
598004,Royal Challengers Bangalore,145,8,SUNRISERS HYDERABAD,,,,
598004,Sunrisers Hyderabad,150,6,SUNRISERS HYDERABAD,,,,
598005,Kolkata Knight Riders,125,10,RAJASTHAN ROYALS,,,,
598005,Rajasthan Royals,144,5,RAJASTHAN ROYALS,,,,
598006,Delhi Daredevils,165,8,MUMBAI INDIANS,,,,
598006,Mumbai Indians,209,4,MUMBAI INDIANS,,,,
598007,Chennai Super Kings,139,0,CHENNAI SUPER KINGS,,,,
598007,Kings XI Punjab,138,9,CHENNAI SUPER KINGS,,,,
598008,Kolkata Knight Riders,154,7,ROYAL CHALLENGERS BANGALORE,,,,
598008,Royal Challengers Bangalore,158,2,ROYAL CHALLENGERS BANGALORE,,,,
598009,Pune Warriors,148,3,PUNE WARRIORS,,,,
598009,Rajasthan Royals,145,5,PUNE WARRIORS,,,,
598010,Delhi Daredevils,114,8,SUNRISERS HYDERABAD,,,,
598010,Sunrisers Hyderabad,115,6,SUNRISERS HYDERABAD,,,,
598011,Mumbai Indians,183,3,MUMBAI INDIANS,,,,
598011,Pune Warriors,142,7,MUMBAI INDIANS,,,,
598012,Chennai Super Kings,166,6,CHENNAI SUPER KINGS,,,,
598012,Royal Challengers Bangalore,165,6,CHENNAI SUPER KINGS,,,,
598013,Kolkata Knight Riders,180,2,KOLKATA KNIGHT RIDERS,,,,
598013,Sunrisers Hyderabad,132,7,KOLKATA KNIGHT RIDERS,,,,
598014,Kings XI Punjab,124,8,RAJASTHAN ROYALS,,,,
598014,Rajasthan Royals,126,4,RAJASTHAN ROYALS,,,,
598015,Chennai Super Kings,135,8,PUNE WARRIORS,,,,
598015,Pune Warriors,159,5,PUNE WARRIORS,,,,
598016,Kings XI Punjab,157,9,KINGS XI PUNJAB,,,,
598016,Kolkata Knight Riders,153,8,KINGS XI PUNJAB,,,,
598017,Delhi Daredevils,163,6,ROYAL CHALLENGERS BANGALORE,,,,
598017,Royal Challengers Bangalore,167,5,ROYAL CHALLENGERS BANGALORE,,,,
598018,Pune Warriors,108,10,SUNRISERS HYDERABAD,,,,
598018,Sunrisers Hyderabad,119,7,SUNRISERS HYDERABAD,,,,
598019,Mumbai Indians,92,9,RAJASTHAN ROYALS,,,,
598019,Rajasthan Royals,179,2,RAJASTHAN ROYALS,,,,
598020,Chennai Super Kings,169,3,CHENNAI SUPER KINGS,,,,
598020,Delhi Daredevils,83,9,CHENNAI SUPER KINGS,,,,
598021,Kings XI Punjab,123,7,SUNRISERS HYDERABAD,,,,
598021,Sunrisers Hyderabad,127,5,SUNRISERS HYDERABAD,,,,
598022,Chennai Super Kings,124,5,CHENNAI SUPER KINGS,,,,
598022,Kolkata Knight Riders,119,7,CHENNAI SUPER KINGS,,,,
598023,Rajasthan Royals,117,10,ROYAL CHALLENGERS BANGALORE,,,,
598023,Royal Challengers Bangalore,123,3,ROYAL CHALLENGERS BANGALORE,,,,
598024,Delhi Daredevils,165,1,DELHI DAREDEVILS,,,,
598024,Mumbai Indians,161,3,DELHI DAREDEVILS,,,,
598025,Kings XI Punjab,186,3,KINGS XI PUNJAB,,,,
598025,Pune Warriors,185,4,KINGS XI PUNJAB,,,,
598026,Chennai Super Kings,186,4,CHENNAI SUPER KINGS,,,,
598026,Rajasthan Royals,185,4,CHENNAI SUPER KINGS,,,,
598027,Pune Warriors,133,9,ROYAL CHALLENGERS BANGALORE,,,,
598027,Royal Challengers Bangalore,263,4,ROYAL CHALLENGERS BANGALORE,,,,
598028,Delhi Daredevils,164,7,KINGS XI PUNJAB,,,,
598028,Kings XI Punjab,171,4,KINGS XI PUNJAB,,,,
598029,Kolkata Knight Riders,159,6,MUMBAI INDIANS,,,,
598029,Mumbai Indians,162,5,MUMBAI INDIANS,,,,
598030,Chennai Super Kings,160,5,CHENNAI SUPER KINGS,,,,
598030,Sunrisers Hyderabad,159,5,CHENNAI SUPER KINGS,,,,
598031,Kings XI Punjab,149,5,KOLKATA KNIGHT RIDERS,,,,
598031,Kolkata Knight Riders,150,4,KOLKATA KNIGHT RIDERS,,,,
598032,Rajasthan Royals,146,2,RAJASTHAN ROYALS,,,,
598032,Sunrisers Hyderabad,144,9,RAJASTHAN ROYALS,,,,
598033,Mumbai Indians,194,4,MUMBAI INDIANS,,,,
598033,Royal Challengers Bangalore,136,7,MUMBAI INDIANS,,,,
598034,Chennai Super Kings,200,2,CHENNAI SUPER KINGS,,,,
598034,Kolkata Knight Riders,186,3,CHENNAI SUPER KINGS,,,,
598035,Delhi Daredevils,164,5,DELHI DAREDEVILS,,,,
598035,Pune Warriors,149,4,DELHI DAREDEVILS,,,,
598036,Rajasthan Royals,173,5,RAJASTHAN ROYALS,,,,
598036,Royal Challengers Bangalore,171,5,RAJASTHAN ROYALS,,,,
598037,Kings XI Punjab,170,10,MUMBAI INDIANS,,,,
598037,Mumbai Indians,174,3,MUMBAI INDIANS,,,,
598038,Chennai Super Kings,164,3,CHENNAI SUPER KINGS,,,,
598038,Pune Warriors,127,6,CHENNAI SUPER KINGS,,,,
598039,Mumbai Indians,129,4,SUNRISERS HYDERABAD,,,,
598039,Sunrisers Hyderabad,130,3,SUNRISERS HYDERABAD,,,,
598040,Delhi Daredevils,137,3,DELHI DAREDEVILS,,,,
598040,Kolkata Knight Riders,136,6,DELHI DAREDEVILS,,,,
598041,Chennai Super Kings,186,3,CHENNAI SUPER KINGS,,,,
598041,Kings XI Punjab,171,6,CHENNAI SUPER KINGS,,,,
598042,Pune Warriors,170,8,ROYAL CHALLENGERS BANGALORE,,,,
598042,Royal Challengers Bangalore,187,3,ROYAL CHALLENGERS BANGALORE,,,,
598043,Kolkata Knight Riders,133,2,KOLKATA KNIGHT RIDERS,,,,
598043,Rajasthan Royals,132,6,KOLKATA KNIGHT RIDERS,,,,
598044,Delhi Daredevils,80,9,SUNRISERS HYDERABAD,,,,
598044,Sunrisers Hyderabad,81,4,SUNRISERS HYDERABAD,,,,
598045,Kings XI Punjab,176,3,KINGS XI PUNJAB,,,,
598045,Royal Challengers Bangalore,174,5,KINGS XI PUNJAB,,,,
598046,Chennai Super Kings,79,10,MUMBAI INDIANS,,,,
598046,Mumbai Indians,139,5,MUMBAI INDIANS,,,,
598047,Pune Warriors,178,3,RAJASTHAN ROYALS,,,,
598047,Rajasthan Royals,182,5,RAJASTHAN ROYALS,,,,
598048,Royal Challengers Bangalore,162,3,ROYAL CHALLENGERS BANGALORE,,,,
598048,Sunrisers Hyderabad,161,6,ROYAL CHALLENGERS BANGALORE,,,,
598049,Delhi Daredevils,154,4,RAJASTHAN ROYALS,,,,
598049,Rajasthan Royals,155,1,RAJASTHAN ROYALS,,,,
598050,Kolkata Knight Riders,105,9,MUMBAI INDIANS,,,,
598050,Mumbai Indians,170,4,MUMBAI INDIANS,,,,
598051,Chennai Super Kings,223,3,CHENNAI SUPER KINGS,,,,
598051,Sunrisers Hyderabad,146,6,CHENNAI SUPER KINGS,,,,
598052,Kings XI Punjab,145,6,RAJASTHAN ROYALS,,,,
598052,Rajasthan Royals,147,2,RAJASTHAN ROYALS,,,,
598053,Kolkata Knight Riders,152,6,KOLKATA KNIGHT RIDERS,,,,
598053,Pune Warriors,106,10,KOLKATA KNIGHT RIDERS,,,,
598054,Delhi Daredevils,179,7,ROYAL CHALLENGERS BANGALORE,,,,
598054,Royal Challengers Bangalore,183,3,ROYAL CHALLENGERS BANGALORE,,,,
598055,Mumbai Indians,116,5,MUMBAI INDIANS,,,,
598055,Pune Warriors,112,7,MUMBAI INDIANS,,,,
598056,Kings XI Punjab,120,7,SUNRISERS HYDERABAD,,,,
598056,Sunrisers Hyderabad,150,6,SUNRISERS HYDERABAD,,,,
598057,Kolkata Knight Riders,116,5,KOLKATA KNIGHT RIDERS,,,,
598057,Royal Challengers Bangalore,115,9,KOLKATA KNIGHT RIDERS,,,,
598058,Chennai Super Kings,141,3,RAJASTHAN ROYALS,,,,
598058,Rajasthan Royals,144,5,RAJASTHAN ROYALS,,,,
598059,Delhi Daredevils,120,7,KINGS XI PUNJAB,,,,
598059,Kings XI Punjab,121,4,KINGS XI PUNJAB,,,,
598060,Mumbai Indians,184,3,MUMBAI INDIANS,,,,
598060,Sunrisers Hyderabad,178,3,MUMBAI INDIANS,,,,
598061,Kolkata Knight Riders,163,4,PUNE WARRIORS,,,,
598061,Pune Warriors,170,3,PUNE WARRIORS,,,,
598062,Chennai Super Kings,168,3,CHENNAI SUPER KINGS,,,,
598062,Delhi Daredevils,135,9,CHENNAI SUPER KINGS,,,,
598063,Mumbai Indians,166,6,MUMBAI INDIANS,,,,
598063,Rajasthan Royals,152,7,MUMBAI INDIANS,,,,
