match_id,batting_team,innings_total_runs,wickets_lost,winner,,,,
1216502,Royal Challengers Bangalore,120,7,SUNRISERS HYDERABAD,,,,
1216502,Sunrisers Hyderabad,121,5,SUNRISERS HYDERABAD,,,,
1216503,Kings XI Punjab,143,8,MUMBAI INDIANS,,,,
1216503,Mumbai Indians,191,3,MUMBAI INDIANS,,,,
1216504,Kolkata Knight Riders,174,6,KOLKATA KNIGHT RIDERS,,,,
1216504,Rajasthan Royals,137,9,KOLKATA KNIGHT RIDERS,,,,
1216505,Delhi Capitals,154,4,DELHI CAPITALS,,,,
1216505,Royal Challengers Bangalore,152,6,DELHI CAPITALS,,,,
1216506,Chennai Super Kings,154,1,CHENNAI SUPER KINGS,,,,
1216506,Kings XI Punjab,153,6,CHENNAI SUPER KINGS,,,,
1216507,Rajasthan Royals,163,4,RAJASTHAN ROYALS,,,,
1216507,Sunrisers Hyderabad,158,3,RAJASTHAN ROYALS,,,,
1216508,Kolkata Knight Riders,146,9,MUMBAI INDIANS,,,,
1216508,Mumbai Indians,195,4,MUMBAI INDIANS,,,,
1216509,Chennai Super Kings,179,4,DELHI CAPITALS,,,,
1216509,Delhi Capitals,185,5,DELHI CAPITALS,,,,
1216510,Kings XI Punjab,206,3,KINGS XI PUNJAB,,,,
1216510,Royal Challengers Bangalore,109,10,KINGS XI PUNJAB,,,,
1216511,Mumbai Indians,193,4,MUMBAI INDIANS,,,,
1216511,Rajasthan Royals,136,10,MUMBAI INDIANS,,,,
1216512,Kolkata Knight Riders,166,5,KOLKATA KNIGHT RIDERS,,,,
1216512,Sunrisers Hyderabad,165,8,KOLKATA KNIGHT RIDERS,,,,
1216513,Chennai Super Kings,181,0,CHENNAI SUPER KINGS,,,,
1216513,Kings XI Punjab,178,4,CHENNAI SUPER KINGS,,,,
1216514,Rajasthan Royals,154,6,ROYAL CHALLENGERS BANGALORE,,,,
1216514,Royal Challengers Bangalore,158,2,ROYAL CHALLENGERS BANGALORE,,,,
1216515,Delhi Capitals,228,4,DELHI CAPITALS,,,,
1216515,Kolkata Knight Riders,210,8,DELHI CAPITALS,,,,
1216516,Chennai Super Kings,157,4,SUNRISERS HYDERABAD,,,,
1216516,Sunrisers Hyderabad,164,4,SUNRISERS HYDERABAD,,,,
1216517,Kings XI Punjab,196,7,KINGS XI PUNJAB,,,,
1216517,Mumbai Indians,192,6,KINGS XI PUNJAB,,,,
1216518,Rajasthan Royals,154,5,SUNRISERS HYDERABAD,,,,
1216518,Sunrisers Hyderabad,156,2,SUNRISERS HYDERABAD,,,,
1216519,Delhi Capitals,196,4,DELHI CAPITALS,,,,
1216519,Royal Challengers Bangalore,137,9,DELHI CAPITALS,,,,
1216520,Kings XI Punjab,150,2,KINGS XI PUNJAB,,,,
1216520,Kolkata Knight Riders,149,9,KINGS XI PUNJAB,,,,
1216521,Chennai Super Kings,114,9,MUMBAI INDIANS,,,,
1216521,Mumbai Indians,116,0,MUMBAI INDIANS,,,,
1216522,Rajasthan Royals,177,6,ROYAL CHALLENGERS BANGALORE,,,,
1216522,Royal Challengers Bangalore,179,3,ROYAL CHALLENGERS BANGALORE,,,,
1216523,Kings XI Punjab,162,5,KOLKATA KNIGHT RIDERS,,,,
1216523,Kolkata Knight Riders,164,3,KOLKATA KNIGHT RIDERS,,,,
1216524,Delhi Capitals,131,10,SUNRISERS HYDERABAD,,,,
1216524,Sunrisers Hyderabad,219,2,SUNRISERS HYDERABAD,,,,
1216525,Chennai Super Kings,132,7,ROYAL CHALLENGERS BANGALORE,,,,
1216525,Royal Challengers Bangalore,169,4,ROYAL CHALLENGERS BANGALORE,,,,
1216526,Kolkata Knight Riders,148,5,MUMBAI INDIANS,,,,
1216526,Mumbai Indians,149,2,MUMBAI INDIANS,,,,
1216527,Kings XI Punjab,223,2,RAJASTHAN ROYALS,,,,
1216527,Rajasthan Royals,226,6,RAJASTHAN ROYALS,,,,
1216528,Chennai Super Kings,167,6,CHENNAI SUPER KINGS,,,,
1216528,Sunrisers Hyderabad,147,7,CHENNAI SUPER KINGS,,,,
1216529,Delhi Capitals,162,3,MUMBAI INDIANS,,,,
1216529,Mumbai Indians,166,5,MUMBAI INDIANS,,,,
1216530,Kolkata Knight Riders,191,7,KOLKATA KNIGHT RIDERS,,,,
1216530,Rajasthan Royals,131,9,KOLKATA KNIGHT RIDERS,,,,
1216531,Kings XI Punjab,177,1,KINGS XI PUNJAB,,,,
1216531,Royal Challengers Bangalore,171,6,KINGS XI PUNJAB,,,,
1216532,Delhi Capitals,147,7,SUNRISERS HYDERABAD,,,,
1216532,Sunrisers Hyderabad,162,4,SUNRISERS HYDERABAD,,,,
1216533,Chennai Super Kings,125,4,RAJASTHAN ROYALS,,,,
1216533,Rajasthan Royals,126,3,RAJASTHAN ROYALS,,,,
1216534,Royal Challengers Bangalore,163,3,ROYAL CHALLENGERS BANGALORE,,,,
1216534,Sunrisers Hyderabad,153,8,ROYAL CHALLENGERS BANGALORE,,,,
1216535,Delhi Capitals,110,8,MUMBAI INDIANS,,,,
1216535,Mumbai Indians,111,1,MUMBAI INDIANS,,,,
1216536,Chennai Super Kings,178,4,CHENNAI SUPER KINGS,,,,
1216536,Kolkata Knight Riders,172,5,CHENNAI SUPER KINGS,,,,
1216537,Kings XI Punjab,185,4,RAJASTHAN ROYALS,,,,
1216537,Rajasthan Royals,186,2,RAJASTHAN ROYALS,,,,
1216538,Mumbai Indians,208,5,MUMBAI INDIANS,,,,
1216538,Sunrisers Hyderabad,174,7,MUMBAI INDIANS,,,,
1216539,Chennai Super Kings,131,6,DELHI CAPITALS,,,,
1216539,Delhi Capitals,175,3,DELHI CAPITALS,,,,
1216540,Kolkata Knight Riders,112,8,ROYAL CHALLENGERS BANGALORE,,,,
1216540,Royal Challengers Bangalore,194,2,ROYAL CHALLENGERS BANGALORE,,,,
1216541,Mumbai Indians,195,5,RAJASTHAN ROYALS,,,,
1216541,Rajasthan Royals,196,2,RAJASTHAN ROYALS,,,,
1216542,Kings XI Punjab,132,8,SUNRISERS HYDERABAD,,,,
1216542,Sunrisers Hyderabad,201,6,SUNRISERS HYDERABAD,,,,
1216543,Delhi Capitals,161,7,DELHI CAPITALS,,,,
1216543,Rajasthan Royals,148,7,DELHI CAPITALS,,,,
1216544,Chennai Super Kings,150,2,CHENNAI SUPER KINGS,,,,
1216544,Royal Challengers Bangalore,145,6,CHENNAI SUPER KINGS,,,,
1216545,Kolkata Knight Riders,145,3,KOLKATA KNIGHT RIDERS,,,,
1216545,Sunrisers Hyderabad,142,3,KOLKATA KNIGHT RIDERS,,,,
1216546,Delhi Capitals,164,5,KINGS XI PUNJAB,,,,
1216546,Kings XI Punjab,167,4,KINGS XI PUNJAB,,,,
1216547,Mumbai Indians,208,6,ROYAL CHALLENGERS BANGALORE,,,,
1216547,Royal Challengers Bangalore,212,3,ROYAL CHALLENGERS BANGALORE,,,,
1237177,Delhi Capitals,143,8,MUMBAI INDIANS,,,,
1237177,Mumbai Indians,200,5,MUMBAI INDIANS,,,,
1237178,Royal Challengers Bangalore,131,6,SUNRISERS HYDERABAD,,,,
1237178,Sunrisers Hyderabad,132,4,SUNRISERS HYDERABAD,,,,
1237180,Delhi Capitals,189,3,DELHI CAPITALS,,,,
1237180,Sunrisers Hyderabad,172,8,DELHI CAPITALS,,,,
1237181,Delhi Capitals,156,6,MUMBAI INDIANS,,,,
1237181,Mumbai Indians,157,4,MUMBAI INDIANS,,,,
1254058,Mumbai Indians,159,7,ROYAL CHALLENGERS BANGALORE,,,,
1254058,Royal Challengers Bangalore,160,6,ROYAL CHALLENGERS BANGALORE,,,,
1254059,Chennai Super Kings,188,6,DELHI CAPITALS,,,,
1254059,Delhi Capitals,190,3,DELHI CAPITALS,,,,
1254060,Kolkata Knight Riders,187,6,KOLKATA KNIGHT RIDERS,,,,
1254060,Sunrisers Hyderabad,177,5,KOLKATA KNIGHT RIDERS,,,,
1254061,Punjab Kings,221,6,PUNJAB KINGS,,,,
1254061,Rajasthan Royals,217,7,PUNJAB KINGS,,,,
1254062,Kolkata Knight Riders,142,7,MUMBAI INDIANS,,,,
1254062,Mumbai Indians,152,10,MUMBAI INDIANS,,,,
1254063,Royal Challengers Bangalore,149,8,ROYAL CHALLENGERS BANGALORE,,,,
1254063,Sunrisers Hyderabad,143,8,ROYAL CHALLENGERS BANGALORE,,,,
1254064,Delhi Capitals,147,6,RAJASTHAN ROYALS,,,,
1254064,Rajasthan Royals,150,7,RAJASTHAN ROYALS,,,,
1254065,Chennai Super Kings,107,4,CHENNAI SUPER KINGS,,,,
1254065,Punjab Kings,106,7,CHENNAI SUPER KINGS,,,,
1254066,Mumbai Indians,150,5,MUMBAI INDIANS,,,,
1254066,Sunrisers Hyderabad,137,8,MUMBAI INDIANS,,,,
1254067,Kolkata Knight Riders,166,8,ROYAL CHALLENGERS BANGALORE,,,,
1254067,Royal Challengers Bangalore,204,4,ROYAL CHALLENGERS BANGALORE,,,,
1254068,Delhi Capitals,198,4,DELHI CAPITALS,,,,
1254068,Punjab Kings,195,4,DELHI CAPITALS,,,,
1254069,Chennai Super Kings,188,7,CHENNAI SUPER KINGS,,,,
1254069,Rajasthan Royals,143,9,CHENNAI SUPER KINGS,,,,
1254070,Delhi Capitals,138,4,DELHI CAPITALS,,,,
1254070,Mumbai Indians,137,9,DELHI CAPITALS,,,,
1254071,Punjab Kings,120,8,SUNRISERS HYDERABAD,,,,
1254071,Sunrisers Hyderabad,121,1,SUNRISERS HYDERABAD,,,,
1254072,Chennai Super Kings,220,3,CHENNAI SUPER KINGS,,,,
1254072,Kolkata Knight Riders,202,8,CHENNAI SUPER KINGS,,,,
1254073,Rajasthan Royals,177,9,ROYAL CHALLENGERS BANGALORE,,,,
1254073,Royal Challengers Bangalore,181,0,ROYAL CHALLENGERS BANGALORE,,,,
1254074,Mumbai Indians,131,6,PUNJAB KINGS,,,,
1254074,Punjab Kings,132,1,PUNJAB KINGS,,,,
1254075,Kolkata Knight Riders,133,7,RAJASTHAN ROYALS,,,,
1254075,Rajasthan Royals,134,4,RAJASTHAN ROYALS,,,,
1254076,Chennai Super Kings,191,4,CHENNAI SUPER KINGS,,,,
1254076,Royal Challengers Bangalore,122,7,CHENNAI SUPER KINGS,,,,
1254077,Delhi Capitals,167,3,DELHI CAPITALS,,,,
1254077,Sunrisers Hyderabad,166,6,DELHI CAPITALS,,,,
1254078,Kolkata Knight Riders,126,4,KOLKATA KNIGHT RIDERS,,,,
1254078,Punjab Kings,123,9,KOLKATA KNIGHT RIDERS,,,,
1254079,Delhi Capitals,170,4,ROYAL CHALLENGERS BANGALORE,,,,
1254079,Royal Challengers Bangalore,171,5,ROYAL CHALLENGERS BANGALORE,,,,
1254080,Chennai Super Kings,173,3,CHENNAI SUPER KINGS,,,,
1254080,Sunrisers Hyderabad,171,3,CHENNAI SUPER KINGS,,,,
1254081,Mumbai Indians,172,3,MUMBAI INDIANS,,,,
1254081,Rajasthan Royals,171,4,MUMBAI INDIANS,,,,
1254082,Delhi Capitals,156,3,DELHI CAPITALS,,,,
1254082,Kolkata Knight Riders,154,6,DELHI CAPITALS,,,,
1254083,Punjab Kings,179,5,PUNJAB KINGS,,,,
1254083,Royal Challengers Bangalore,145,8,PUNJAB KINGS,,,,
1254084,Chennai Super Kings,218,4,MUMBAI INDIANS,,,,
1254084,Mumbai Indians,219,6,MUMBAI INDIANS,,,,
1254085,Rajasthan Royals,220,3,RAJASTHAN ROYALS,,,,
1254085,Sunrisers Hyderabad,165,8,RAJASTHAN ROYALS,,,,
1254086,Delhi Capitals,167,3,DELHI CAPITALS,,,,
1254086,Punjab Kings,166,5,DELHI CAPITALS,,,,
1254087,Kolkata Knight Riders,94,1,KOLKATA KNIGHT RIDERS,,,,
1254087,Royal Challengers Bangalore,92,9,KOLKATA KNIGHT RIDERS,,,,
1254088,Mumbai Indians,235,9,MUMBAI INDIANS,,,,
1254088,Sunrisers Hyderabad,193,8,MUMBAI INDIANS,,,,
1254089,Chennai Super Kings,189,4,RAJASTHAN ROYALS,,,,
1254089,Rajasthan Royals,190,3,RAJASTHAN ROYALS,,,,
1254090,Punjab Kings,158,5,ROYAL CHALLENGERS BANGALORE,,,,
1254090,Royal Challengers Bangalore,164,6,ROYAL CHALLENGERS BANGALORE,,,,
1254091,Chennai Super Kings,139,4,CHENNAI SUPER KINGS,,,,
1254091,Sunrisers Hyderabad,134,7,CHENNAI SUPER KINGS,,,,
1254092,Delhi Capitals,127,7,KOLKATA KNIGHT RIDERS,,,,
1254092,Kolkata Knight Riders,130,7,KOLKATA KNIGHT RIDERS,,,,
1254093,Mumbai Indians,94,2,MUMBAI INDIANS,,,,
1254093,Rajasthan Royals,90,9,MUMBAI INDIANS,,,,
1254094,Chennai Super Kings,134,6,PUNJAB KINGS,,,,
1254094,Punjab Kings,139,4,PUNJAB KINGS,,,,
1254095,Royal Challengers Bangalore,137,5,SUNRISERS HYDERABAD,,,,
1254095,Sunrisers Hyderabad,141,7,SUNRISERS HYDERABAD,,,,
1254096,Kolkata Knight Riders,159,3,KOLKATA KNIGHT RIDERS,,,,
1254096,Mumbai Indians,155,5,KOLKATA KNIGHT RIDERS,,,,
1254097,Delhi Capitals,154,6,DELHI CAPITALS,,,,
1254097,Rajasthan Royals,121,6,DELHI CAPITALS,,,,
1254098,Chennai Super Kings,172,7,CHENNAI SUPER KINGS,,,,
1254098,Kolkata Knight Riders,171,5,CHENNAI SUPER KINGS,,,,
1254099,Mumbai Indians,137,4,MUMBAI INDIANS,,,,
1254099,Punjab Kings,135,6,MUMBAI INDIANS,,,,
1254100,Rajasthan Royals,164,5,SUNRISERS HYDERABAD,,,,
1254100,Sunrisers Hyderabad,167,3,SUNRISERS HYDERABAD,,,,
1254101,Delhi Capitals,164,5,ROYAL CHALLENGERS BANGALORE,,,,
1254101,Royal Challengers Bangalore,166,3,ROYAL CHALLENGERS BANGALORE,,,,
1254102,Kolkata Knight Riders,165,6,PUNJAB KINGS,,,,
1254102,Punjab Kings,168,5,PUNJAB KINGS,,,,
1254103,Rajasthan Royals,149,9,ROYAL CHALLENGERS BANGALORE,,,,
1254103,Royal Challengers Bangalore,153,2,ROYAL CHALLENGERS BANGALORE,,,,
1254104,Chennai Super Kings,156,6,CHENNAI SUPER KINGS,,,,
1254104,Mumbai Indians,136,7,CHENNAI SUPER KINGS,,,,
1254105,Delhi Capitals,139,2,DELHI CAPITALS,,,,
1254105,Sunrisers Hyderabad,134,7,DELHI CAPITALS,,,,
1254106,Kolkata Knight Riders,171,4,KOLKATA KNIGHT RIDERS,,,,
1254106,Rajasthan Royals,85,9,KOLKATA KNIGHT RIDERS,,,,
1254107,Punjab Kings,125,7,PUNJAB KINGS,,,,
1254107,Sunrisers Hyderabad,120,6,PUNJAB KINGS,,,,
1254108,Mumbai Indians,111,10,ROYAL CHALLENGERS BANGALORE,,,,
1254108,Royal Challengers Bangalore,165,6,ROYAL CHALLENGERS BANGALORE,,,,
1254109,Kolkata Knight Riders,119,4,KOLKATA KNIGHT RIDERS,,,,
1254109,Sunrisers Hyderabad,115,7,KOLKATA KNIGHT RIDERS,,,,
1254110,Chennai Super Kings,136,5,DELHI CAPITALS,,,,
1254110,Delhi Capitals,139,7,DELHI CAPITALS,,,,
1254111,Punjab Kings,183,4,RAJASTHAN ROYALS,,,,
1254111,Rajasthan Royals,185,10,RAJASTHAN ROYALS,,,,
1254112,Delhi Capitals,132,5,DELHI CAPITALS,,,,
1254112,Mumbai Indians,129,8,DELHI CAPITALS,,,,
1254113,Chennai Super Kings,157,4,CHENNAI SUPER KINGS,,,,
1254113,Royal Challengers Bangalore,156,6,CHENNAI SUPER KINGS,,,,
1254114,Chennai Super Kings,173,5,CHENNAI SUPER KINGS,,,,
1254114,Delhi Capitals,172,5,CHENNAI SUPER KINGS,,,,
1254115,Kolkata Knight Riders,139,6,KOLKATA KNIGHT RIDERS,,,,
1254115,Royal Challengers Bangalore,138,6,KOLKATA KNIGHT RIDERS,,,,
1254116,Delhi Capitals,135,4,KOLKATA KNIGHT RIDERS,,,,
1254116,Kolkata Knight Riders,136,7,KOLKATA KNIGHT RIDERS,,,,
1254117,Chennai Super Kings,192,3,CHENNAI SUPER KINGS,,,,
1254117,Kolkata Knight Riders,165,9,CHENNAI SUPER KINGS,,,,
1304047,Chennai Super Kings,131,4,KOLKATA KNIGHT RIDERS,,,,
1304047,Kolkata Knight Riders,133,4,KOLKATA KNIGHT RIDERS,,,,
1304048,Delhi Capitals,179,6,DELHI CAPITALS,,,,
1304048,Mumbai Indians,177,5,DELHI CAPITALS,,,,
1304049,Punjab Kings,208,5,PUNJAB KINGS,,,,
1304049,Royal Challengers Bangalore,205,2,PUNJAB KINGS,,,,
1304050,Gujarat Titans,161,5,GUJARAT TITANS,,,,
1304050,Lucknow Super Giants,158,6,GUJARAT TITANS,,,,
1304051,Rajasthan Royals,210,6,RAJASTHAN ROYALS,,,,
1304051,Sunrisers Hyderabad,149,7,RAJASTHAN ROYALS,,,,
1304052,Kolkata Knight Riders,128,10,ROYAL CHALLENGERS BANGALORE,,,,
1304052,Royal Challengers Bangalore,132,7,ROYAL CHALLENGERS BANGALORE,,,,
1304053,Chennai Super Kings,210,6,LUCKNOW SUPER GIANTS,,,,
1304053,Lucknow Super Giants,211,4,LUCKNOW SUPER GIANTS,,,,
1304054,Kolkata Knight Riders,141,4,KOLKATA KNIGHT RIDERS,,,,
1304054,Punjab Kings,137,9,KOLKATA KNIGHT RIDERS,,,,
1304055,Mumbai Indians,170,7,RAJASTHAN ROYALS,,,,
1304055,Rajasthan Royals,193,7,RAJASTHAN ROYALS,,,,
1304056,Delhi Capitals,157,8,GUJARAT TITANS,,,,
1304056,Gujarat Titans,171,6,GUJARAT TITANS,,,,
1304057,Chennai Super Kings,126,10,PUNJAB KINGS,,,,
1304057,Punjab Kings,180,7,PUNJAB KINGS,,,,
1304058,Lucknow Super Giants,169,6,LUCKNOW SUPER GIANTS,,,,
1304058,Sunrisers Hyderabad,157,9,LUCKNOW SUPER GIANTS,,,,
1304059,Rajasthan Royals,169,3,ROYAL CHALLENGERS BANGALORE,,,,
1304059,Royal Challengers Bangalore,173,5,ROYAL CHALLENGERS BANGALORE,,,,
1304060,Kolkata Knight Riders,162,5,KOLKATA KNIGHT RIDERS,,,,
1304060,Mumbai Indians,161,4,KOLKATA KNIGHT RIDERS,,,,
1304061,Delhi Capitals,149,3,LUCKNOW SUPER GIANTS,,,,
1304061,Lucknow Super Giants,155,4,LUCKNOW SUPER GIANTS,,,,
1304062,Gujarat Titans,190,3,GUJARAT TITANS,,,,
1304062,Punjab Kings,189,8,GUJARAT TITANS,,,,
1304063,Chennai Super Kings,154,7,SUNRISERS HYDERABAD,,,,
1304063,Sunrisers Hyderabad,155,2,SUNRISERS HYDERABAD,,,,
1304064,Mumbai Indians,151,5,ROYAL CHALLENGERS BANGALORE,,,,
1304064,Royal Challengers Bangalore,152,2,ROYAL CHALLENGERS BANGALORE,,,,
1304065,Delhi Capitals,215,5,DELHI CAPITALS,,,,
1304065,Kolkata Knight Riders,171,10,DELHI CAPITALS,,,,
1304066,Lucknow Super Giants,162,8,RAJASTHAN ROYALS,,,,
1304066,Rajasthan Royals,165,5,RAJASTHAN ROYALS,,,,
1304067,Gujarat Titans,162,6,SUNRISERS HYDERABAD,,,,
1304067,Sunrisers Hyderabad,168,2,SUNRISERS HYDERABAD,,,,
1304068,Chennai Super Kings,216,3,CHENNAI SUPER KINGS,,,,
1304068,Royal Challengers Bangalore,193,9,CHENNAI SUPER KINGS,,,,
1304069,Mumbai Indians,186,7,PUNJAB KINGS,,,,
1304069,Punjab Kings,198,5,PUNJAB KINGS,,,,
1304070,Gujarat Titans,192,3,GUJARAT TITANS,,,,
1304070,Rajasthan Royals,155,8,GUJARAT TITANS,,,,
1304071,Kolkata Knight Riders,175,8,SUNRISERS HYDERABAD,,,,
1304071,Sunrisers Hyderabad,176,3,SUNRISERS HYDERABAD,,,,
1304072,Lucknow Super Giants,199,4,LUCKNOW SUPER GIANTS,,,,
1304072,Mumbai Indians,181,7,LUCKNOW SUPER GIANTS,,,,
1304073,Delhi Capitals,173,6,ROYAL CHALLENGERS BANGALORE,,,,
1304073,Royal Challengers Bangalore,189,4,ROYAL CHALLENGERS BANGALORE,,,,
1304074,Punjab Kings,151,9,SUNRISERS HYDERABAD,,,,
1304074,Sunrisers Hyderabad,152,3,SUNRISERS HYDERABAD,,,,
1304075,Chennai Super Kings,169,4,GUJARAT TITANS,,,,
1304075,Gujarat Titans,170,7,GUJARAT TITANS,,,,
1304076,Kolkata Knight Riders,210,9,RAJASTHAN ROYALS,,,,
1304076,Rajasthan Royals,217,5,RAJASTHAN ROYALS,,,,
1304077,Lucknow Super Giants,163,8,ROYAL CHALLENGERS BANGALORE,,,,
1304077,Royal Challengers Bangalore,181,5,ROYAL CHALLENGERS BANGALORE,,,,
1304078,Delhi Capitals,119,1,DELHI CAPITALS,,,,
1304078,Punjab Kings,115,9,DELHI CAPITALS,,,,
1304079,Chennai Super Kings,156,7,CHENNAI SUPER KINGS,,,,
1304079,Mumbai Indians,155,7,CHENNAI SUPER KINGS,,,,
1304080,Delhi Capitals,207,7,RAJASTHAN ROYALS,,,,
1304080,Rajasthan Royals,222,2,RAJASTHAN ROYALS,,,,
1304081,Gujarat Titans,156,9,GUJARAT TITANS,,,,
1304081,Kolkata Knight Riders,148,8,GUJARAT TITANS,,,,
1304082,Royal Challengers Bangalore,68,10,SUNRISERS HYDERABAD,,,,
1304082,Sunrisers Hyderabad,72,1,SUNRISERS HYDERABAD,,,,
1304083,Lucknow Super Giants,168,6,LUCKNOW SUPER GIANTS,,,,
1304083,Mumbai Indians,132,7,LUCKNOW SUPER GIANTS,,,,
1304084,Chennai Super Kings,176,6,PUNJAB KINGS,,,,
1304084,Punjab Kings,187,3,PUNJAB KINGS,,,,
1304085,Rajasthan Royals,144,7,RAJASTHAN ROYALS,,,,
1304085,Royal Challengers Bangalore,115,9,RAJASTHAN ROYALS,,,,
1304086,Gujarat Titans,199,5,GUJARAT TITANS,,,,
1304086,Sunrisers Hyderabad,195,5,GUJARAT TITANS,,,,
1304087,Delhi Capitals,150,5,DELHI CAPITALS,,,,
1304087,Kolkata Knight Riders,146,9,DELHI CAPITALS,,,,
1304088,Lucknow Super Giants,153,7,LUCKNOW SUPER GIANTS,,,,
1304088,Punjab Kings,133,8,LUCKNOW SUPER GIANTS,,,,
1304089,Gujarat Titans,174,4,GUJARAT TITANS,,,,
1304089,Royal Challengers Bangalore,170,6,GUJARAT TITANS,,,,
1304090,Mumbai Indians,161,5,MUMBAI INDIANS,,,,
1304090,Rajasthan Royals,158,6,MUMBAI INDIANS,,,,
1304091,Delhi Capitals,189,7,LUCKNOW SUPER GIANTS,,,,
1304091,Lucknow Super Giants,195,3,LUCKNOW SUPER GIANTS,,,,
1304092,Chennai Super Kings,202,2,CHENNAI SUPER KINGS,,,,
1304092,Sunrisers Hyderabad,189,6,CHENNAI SUPER KINGS,,,,
1304093,Kolkata Knight Riders,158,3,KOLKATA KNIGHT RIDERS,,,,
1304093,Rajasthan Royals,152,5,KOLKATA KNIGHT RIDERS,,,,
1304094,Gujarat Titans,143,7,PUNJAB KINGS,,,,
1304094,Punjab Kings,145,2,PUNJAB KINGS,,,,
1304095,Chennai Super Kings,160,8,ROYAL CHALLENGERS BANGALORE,,,,
1304095,Royal Challengers Bangalore,173,6,ROYAL CHALLENGERS BANGALORE,,,,
1304096,Delhi Capitals,207,3,DELHI CAPITALS,,,,
1304096,Sunrisers Hyderabad,186,8,DELHI CAPITALS,,,,
1304097,Gujarat Titans,172,3,MUMBAI INDIANS,,,,
1304097,Mumbai Indians,177,5,MUMBAI INDIANS,,,,
1304098,Punjab Kings,189,5,RAJASTHAN ROYALS,,,,
1304098,Rajasthan Royals,190,4,RAJASTHAN ROYALS,,,,
1304099,Kolkata Knight Riders,101,9,LUCKNOW SUPER GIANTS,,,,
1304099,Lucknow Super Giants,176,5,LUCKNOW SUPER GIANTS,,,,
1304100,Royal Challengers Bangalore,192,3,ROYAL CHALLENGERS BANGALORE,,,,
1304100,Sunrisers Hyderabad,125,9,ROYAL CHALLENGERS BANGALORE,,,,
1304101,Chennai Super Kings,208,6,CHENNAI SUPER KINGS,,,,
1304101,Delhi Capitals,117,10,CHENNAI SUPER KINGS,,,,
1304102,Kolkata Knight Riders,165,9,KOLKATA KNIGHT RIDERS,,,,
1304102,Mumbai Indians,113,7,KOLKATA KNIGHT RIDERS,,,,
1304103,Gujarat Titans,144,4,GUJARAT TITANS,,,,
1304103,Lucknow Super Giants,82,9,GUJARAT TITANS,,,,
1304104,Delhi Capitals,161,2,DELHI CAPITALS,,,,
1304104,Rajasthan Royals,160,6,DELHI CAPITALS,,,,
1304105,Chennai Super Kings,97,9,MUMBAI INDIANS,,,,
1304105,Mumbai Indians,103,5,MUMBAI INDIANS,,,,
1304106,Punjab Kings,209,8,PUNJAB KINGS,,,,
1304106,Royal Challengers Bangalore,155,9,PUNJAB KINGS,,,,
1304107,Kolkata Knight Riders,177,6,KOLKATA KNIGHT RIDERS,,,,
1304107,Sunrisers Hyderabad,123,8,KOLKATA KNIGHT RIDERS,,,,
1304108,Chennai Super Kings,133,5,GUJARAT TITANS,,,,
1304108,Gujarat Titans,137,3,GUJARAT TITANS,,,,
1304109,Lucknow Super Giants,154,8,RAJASTHAN ROYALS,,,,
1304109,Rajasthan Royals,178,5,RAJASTHAN ROYALS,,,,
1304110,Delhi Capitals,159,7,DELHI CAPITALS,,,,
1304110,Punjab Kings,142,9,DELHI CAPITALS,,,,
1304111,Mumbai Indians,190,5,SUNRISERS HYDERABAD,,,,
1304111,Sunrisers Hyderabad,193,6,SUNRISERS HYDERABAD,,,,
1304112,Kolkata Knight Riders,208,8,LUCKNOW SUPER GIANTS,,,,
1304112,Lucknow Super Giants,210,0,LUCKNOW SUPER GIANTS,,,,
1304113,Gujarat Titans,168,4,ROYAL CHALLENGERS BANGALORE,,,,
1304113,Royal Challengers Bangalore,170,2,ROYAL CHALLENGERS BANGALORE,,,,
1304114,Chennai Super Kings,150,6,RAJASTHAN ROYALS,,,,
1304114,Rajasthan Royals,151,5,RAJASTHAN ROYALS,,,,
1304115,Delhi Capitals,159,7,MUMBAI INDIANS,,,,
1304115,Mumbai Indians,160,5,MUMBAI INDIANS,,,,
1304116,Punjab Kings,160,5,PUNJAB KINGS,,,,
1304116,Sunrisers Hyderabad,157,7,PUNJAB KINGS,,,,
1312197,Gujarat Titans,191,2,GUJARAT TITANS,,,,
1312197,Rajasthan Royals,188,4,GUJARAT TITANS,,,,
1312198,Lucknow Super Giants,193,6,ROYAL CHALLENGERS BANGALORE,,,,
1312198,Royal Challengers Bangalore,207,4,ROYAL CHALLENGERS BANGALORE,,,,
1312199,Rajasthan Royals,161,3,RAJASTHAN ROYALS,,,,
1312199,Royal Challengers Bangalore,157,8,RAJASTHAN ROYALS,,,,
1312200,Gujarat Titans,133,3,GUJARAT TITANS,,,,
1312200,Rajasthan Royals,130,8,GUJARAT TITANS,,,,
1359475,Chennai Super Kings,178,7,GUJARAT TITANS,,,,
1359475,Gujarat Titans,182,5,GUJARAT TITANS,,,,
1359476,Kolkata Knight Riders,146,7,PUNJAB KINGS,,,,
1359476,Punjab Kings,191,5,PUNJAB KINGS,,,,
1359477,Delhi Capitals,143,9,LUCKNOW SUPER GIANTS,,,,
1359477,Lucknow Super Giants,193,6,LUCKNOW SUPER GIANTS,,,,
1359478,Rajasthan Royals,203,5,RAJASTHAN ROYALS,,,,
1359478,Sunrisers Hyderabad,131,8,RAJASTHAN ROYALS,,,,
1359479,Mumbai Indians,171,7,ROYAL CHALLENGERS BANGALORE,,,,
